Operating Unit	Country	ISO3	Indicator	Description	Coarse Age	Sex	Modality	2018-T	2018Q1-R	2018Q2-R	2018Q3-R	2018Q4-R	2019-T	2019Q1-R	2019Q2-R	2019Q3-R	2019Q4-R	2020-T	2020Q1-R	2020Q2-R	2020Q3-R	2020Q4-R	2021-T	2021Q1-R	2021Q2-R	2021Q3-R	2021Q4-R	2022-T	2022Q1-R	2022Q2-R	2022Q3-R	2022Q4-R	2023-T	2023Q1-R	2023Q2-R	2023Q3-R	2023Q4-R	2024-T	2024Q1-R	2024Q2-R	2024Q3-R
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	Unknown Age	Female	N/A												170	157	23	38		32	142	322	549		675	1,215	2,995	1,341		1,116	1,898	1,935	221		217	256	458
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	Unknown Age	Male	N/A												393	397	30	96		74	218	401	813		1,051	2,191	4,165	2,020		1,720	3,526	3,779	281		320	346	523
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	<15	Unknown Sex	N/A												176	201	138	156		169	209	214	186		202	193	173	160		133	126	145	189		153	154	113
South and Southeast Asia Region	Thailand	THA	TX_CURR_ARVDisp_three_five_mo	People currently receiving ART who picked up a 3-5 month supply of ARV	15+	Female	N/A												10,226	9,931	9,984	9,345		8,978	10,403	11,388	12,234		14,999	14,357	13,260	14,734		12,764	11,475	11,806	14,492		12,320	12,114	11,603
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A												17	15	17	25		44	32	92	122		90	46	13	33		31	17	19	104		117	11	17
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A																														1				
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A												11	8	11	17		19	9	22	46		36	29	4	11		5	3	7	61		64	7	4
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Male	N/A												7	7		2			1	1	2		23	4	4	5		6	10	6	18		3	4	1
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_less_three_mo	People on ART for less than 3 months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Female	N/A												5	2		2							8	2		3		5			5		1	3	11
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Female	N/A												34	17	10	10		6	5	10	20														
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A												574	793	853	979		1,287	1,269	1,919	1,659														
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A												412	459	569	540		696	765	1,085	956														
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A												10	16	16	10		8	16	17	24														
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_more_three_mo	People on ART for 3 or more months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Male	N/A												115	46	23	29		15	7	14	36														
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A																						627	620	591	818		251	344	355	150		497	363	306
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A																						1,036	1,175	1,128	1,469		606	704	665	371		899	675	612
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Male	N/A																						32	75	176	92		451	89	92			6	22	23
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A																						23	20	21	16		4	5	7	4		12	9	11
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_six_more_mo	People on ART for 6 or more months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Female	N/A																						21	28	91	66		321	59	60			2	7	11
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Male	N/A																						35	26	35	22		54	23	19	5		11	6	4
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	<15	Unknown Sex	N/A																								2	2		2	2		7		6	5	
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	Unknown Age	Female	N/A																						12	5	14	15		39	9	13	4		2	2	9
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Female	N/A																						58	17	16	30		16	18	35	133		13	16	12
South and Southeast Asia Region	Thailand	THA	TX_ML_IIT_three_five_mo	People on ART for 3 to 5 months with no clinical contact or ARV pick-up for greater than 28 days	15+	Male	N/A																						100	52	46	55		35	37	50	195		23	40	24
South and Southeast Asia Region	Thailand	THA	TX_ML_died	People on ART whose death was confirmed	15+	Female	N/A												33	15	53	45		42	57	65	79		65	57	70	67		21	37	53	66		58	60	69
South and Southeast Asia Region	Thailand	THA	TX_ML_died	People on ART whose death was confirmed	15+	Male	N/A												61	40	98	122		130	130	136	158		94	87	110	126		61	102	92	99		104	85	77
South and Southeast Asia Region	Thailand	THA	TX_ML_died	People on ART whose death was confirmed	<15	Unknown Sex	N/A												1		1			1		3			2												
South and Southeast Asia Region	Thailand	THA	TX_ML_died	People on ART whose death was confirmed	Unknown Age	Female	N/A												17		2	5				1	16		15	19	28	17		33	14	19	6		4	3	2
South and Southeast Asia Region	Thailand	THA	TX_ML_died	People on ART whose death was confirmed	Unknown Age	Male	N/A												26	6	3	12		1		3	25		22	47	60	52		79	40	39	10		7	9	9
South and Southeast Asia Region	Thailand	THA	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	Unknown Age	Male	N/A												6												1										
South and Southeast Asia Region	Thailand	THA	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	15+	Female	N/A														4	6				3	1		3	8	5	3			3				1	2	1
South and Southeast Asia Region	Thailand	THA	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	<15	Unknown Sex	N/A																						1	1										1	
South and Southeast Asia Region	Thailand	THA	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	Unknown Age	Female	N/A												5	1	1																				
South and Southeast Asia Region	Thailand	THA	TX_ML_refused_stopped	People on ART, who after a missed clinical contact or ARV pick up, are contacted and refuse or stop treatment	15+	Male	N/A														42	38			2	2	7		12	5	5	4		1	5	3			6	2	2
South and Southeast Asia Region	Thailand	THA	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	Unknown Age	Male	N/A												152	46	32	40		7	2	7	28		29	30	60	49		158	79	76	6		5	10	155
South and Southeast Asia Region	Thailand	THA	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	15+	Female	N/A												411	460	443	235		203	255	537	630		387	280	902	189		166	198	214	193		438	606	664
South and Southeast Asia Region	Thailand	THA	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	<15	Unknown Sex	N/A												7	14	8	3		2	3	5	10		5		14	6		1	5	3	5		9	6	7
South and Southeast Asia Region	Thailand	THA	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	15+	Male	N/A												942	801	918	439		338	437	984	1,083		707	825	1,632	710		607	717	640	673		1,103	1,338	1,444
South and Southeast Asia Region	Thailand	THA	TX_ML_transferred_out	People on ART who transferred out of the reporting facility	Unknown Age	Female	N/A												71	28	25	16		5	6	9	16		23	21	49	27		98	62	62	1			1	92
South and Southeast Asia Region	Thailand	THA	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	15+	Male	N/A												19,741	2,362	1,601	1,580		12,190	4,930	301	-468		-992	-6,288	652	1,204		-13,341	7,682	1,053	-5,187		-3,492	-86	247
South and Southeast Asia Region	Thailand	THA	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	<15	Unknown Sex	N/A												401	52	-137	7		47	13	9	-60		3	-61	-19	0		-69	50	16	-19		-30	-13	8
South and Southeast Asia Region	Thailand	THA	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	Unknown Age	Male	N/A												12,917	3,493	703	-1,340		-13,238	-791	353	967		1,356	4,679	352	-702		2,314	-6,369	296	4,634		-864	85	130
South and Southeast Asia Region	Thailand	THA	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	Unknown Age	Female	N/A												9,103	980	999	-891		-8,591	-563	280	458		913	3,999	714	-525		1,142	-5,480	89	5,524		-800	110	265
South and Southeast Asia Region	Thailand	THA	TX_NET_NEW	Net increase or decrease in patients receiving antiretroviral therapy (ART)	15+	Female	N/A												13,799	1,093	819	741		7,921	2,653	-113	-268		-953	-5,051	226	690		-8,763	6,045	567	-5,014		-2,265	-158	16
South and Southeast Asia Region	Thailand	THA	TX_NEW	People newly enrolled on antiretroviral therapy	15+	Female	N/A											1,116	171	212	214	208	1,558	295	261	193	180	1,359	165	204	197	207	1,087	131	196	177	188	958	186	210	116
South and Southeast Asia Region	Thailand	THA	TX_NEW	People newly enrolled on antiretroviral therapy	Unknown Age	Male	N/A												428	531	356	433		69	48	42	158		208	159	160	174		240	136	123	184		79	41	102
South and Southeast Asia Region	Thailand	THA	TX_NEW	People newly enrolled on antiretroviral therapy	Unknown Age	Female	N/A												139	161	117	136		29	16	19	38		89	111	47	69		59	60	71	90		31	9	69
South and Southeast Asia Region	Thailand	THA	TX_NEW	People newly enrolled on antiretroviral therapy	15+	Male	N/A											4,092	715	875	725	727	3,840	1,015	975	845	647	2,503	656	832	824	786	1,719	671	779	796	848	2,827	795	717	668
South and Southeast Asia Region	Thailand	THA	TX_NEW	People newly enrolled on antiretroviral therapy	<15	Unknown Sex	N/A												3	1	4	8		10	8	9	2		11	16	5	18		7	9	14	20		14	3	6
South and Southeast Asia Region	Thailand	THA	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	15+	Female	N/A												11,374	12,096	13,159	14,147	14,221	18,554	21,497	20,406	21,567	14,984	20,551	17,074	20,154	23,016	13,920	12,362	17,015	17,021	20,333	16,344	18,308	17,223	17,389
South and Southeast Asia Region	Thailand	THA	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	Unknown Age	Male	N/A												10,144	10,911	10,466	12,201		649	1,008	1,469	2,014		1,217	7,157	3,848	2,643		7,869	3,360	3,871	145		172	240	441
South and Southeast Asia Region	Thailand	THA	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	15+	Male	N/A												16,007	17,031	19,251	21,173	27,245	27,659	32,323	30,863	33,467	28,899	32,505	28,468	32,886	36,512	20,977	21,389	27,632	27,788	32,617	26,252	30,256	27,892	28,518
South and Southeast Asia Region	Thailand	THA	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	<15	Unknown Sex	N/A												284	294	201	236		231	282	240	224		239	199	834	226		167	191	200	240		250	224	213
South and Southeast Asia Region	Thailand	THA	TX_PVLS	ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months	Unknown Age	Female	N/A												6,983	7,342	6,743	8,168		408	614	951	1,218		711	5,397	3,754	2,064		5,674	1,725	1,956	101		148	180	384
South and Southeast Asia Region	Thailand	THA	TX_RTT	ART patients who successfully restarted ARVs	15+	Female	N/A												113	571	565	349		297	355	455	705		762	597	683	578		180	490	290	218		173	177	170
South and Southeast Asia Region	Thailand	THA	TX_RTT	ART patients who successfully restarted ARVs	Unknown Age	Male	N/A												9	19	9	1		6	2	5	17		35	75	125	110		140	96	71	32		2	249	122
South and Southeast Asia Region	Thailand	THA	TX_RTT	ART patients who successfully restarted ARVs	Unknown Age	Female	N/A												2	4	2	1		3	1	10	18		12	51	83	89		116	79	44	22		1	196	86
South and Southeast Asia Region	Thailand	THA	TX_RTT	ART patients who successfully restarted ARVs	15+	Male	N/A												141	784	881	497		503	584	707	1,183		1,466	870	1,290	888		376	934	544	321		255	303	334
South and Southeast Asia Region	Thailand	THA	TX_RTT	ART patients who successfully restarted ARVs	<15	Unknown Sex	N/A												3	6	15	9		6	6	7	10		22	18	19	13		5	11	18	3		1	1	3
Tanzania	Tanzania	TZA	AGYW_PREV	DREAMS beneficiaries that have completed any DREAMS service	<15	Unknown Sex	N/A								162		3,387			63		62,913			36,915		82,633	31,247				83,661	91,384		1,070		84,993	44,672		2,993	
Tanzania	Tanzania	TZA	AGYW_PREV	DREAMS beneficiaries that have completed any DREAMS service	15+	Female	N/A								66,070		94,998			35,760		90,457			62,625		86,523	56,765		39,256		86,765	105,209		46,573		85,151	103,507		66,609	
Tanzania	Tanzania	TZA	CXCA_SCRN	HIV-positive women on ART screened for cervical cancer	Unknown Age	Female	N/A					7,312			2,775		2,517			8,837		15,646			19,240		20,072			11,891		25,867					11			23	
Tanzania	Tanzania	TZA	CXCA_SCRN	HIV-positive women on ART screened for cervical cancer	15+	Female	N/A					57,516			38,962		45,234	290,406		67,209		157,091	302,453		118,354		156,893	323,649		149,194		212,945	339,930		239,455		166,641	522,796		231,882	
Tanzania	Tanzania	TZA	CXCA_SCRN_POS	HIV-positive women on ART who screened positive for cervical cancer	15+	Female	N/A					2,810			1,865		2,361			2,947		7,013			3,945		4,713			4,155		4,800			5,311		3,975			5,405	
